customer_id,segment,alert_level,financial_health,finshield_score,is_flagged,recommended_actions
C12980,Strong Saver,NORMAL,GOOD,696.0,0,Continue Standard Monitoring
C12981,Active Investor,WATCHLIST,POOR,311.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C12982,Strong Saver,NORMAL,EXCELLENT,750.0,0,Continue Standard Monitoring
C12983,Active Investor,NORMAL,FAIR,592.0,0,Continue Standard Monitoring
C12984,Highly Leveraged,CREDIT ALERT,CRITICAL,285.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C12985,Highly Leveraged,NORMAL,FAIR,595.0,0,Continue Standard Monitoring
C12986,Highly Leveraged,WATCHLIST,POOR,398.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C12987,Highly Leveraged,WATCHLIST,POOR,404.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C12988,Active Investor,NORMAL,FAIR,539.0,0,Continue Standard Monitoring
C12989,Strong Saver,WATCHLIST,POOR,378.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C12990,Highly Leveraged,WATCHLIST,POOR,405.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C12991,Strong Saver,NORMAL,EXCELLENT,752.0,0,Continue Standard Monitoring
C12992,Highly Leveraged,WATCHLIST,POOR,438.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C12993,Highly Leveraged,WATCHLIST,POOR,443.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C12994,Strong Saver,NORMAL,GOOD,696.0,0,Continue Standard Monitoring
C12995,Highly Leveraged,NORMAL,FAIR,455.0,0,Continue Standard Monitoring
C12996,Active Investor,NORMAL,FAIR,550.0,0,Continue Standard Monitoring
C12997,Standard,NORMAL,GOOD,744.0,0,Encourage Emergency Savings Buffer
C12998,Strong Saver,NORMAL,FAIR,594.0,0,Continue Standard Monitoring
C12999,Credit-Reliant,NORMAL,GOOD,639.0,0,Continue Standard Monitoring
C13000,Active Investor,NORMAL,FAIR,588.0,0,Continue Standard Monitoring
C13001,Strong Saver,WATCHLIST,POOR,414.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13002,Highly Leveraged,NORMAL,GOOD,707.0,0,Continue Standard Monitoring
C13003,Strong Saver,NORMAL,GOOD,654.0,0,Continue Standard Monitoring
C13004,Active Investor,WATCHLIST,POOR,315.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13005,Standard,WATCHLIST,POOR,373.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13006,Highly Leveraged,NORMAL,FAIR,457.0,0,Encourage Emergency Savings Buffer
C13007,Strong Saver,CREDIT ALERT,CRITICAL,255.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13008,Strong Saver,NORMAL,EXCELLENT,770.0,0,Continue Standard Monitoring
C13009,Highly Leveraged,NORMAL,FAIR,466.0,0,Continue Standard Monitoring
C13010,Strong Saver,NORMAL,FAIR,451.0,0,Continue Standard Monitoring
C13011,Highly Leveraged,NORMAL,FAIR,482.0,0,Continue Standard Monitoring
C13012,Strong Saver,NORMAL,GOOD,665.0,0,Continue Standard Monitoring
C13013,Strong Saver,NORMAL,FAIR,585.0,0,Continue Standard Monitoring
C13014,Strong Saver,WATCHLIST,POOR,329.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13015,Active Investor,NORMAL,GOOD,656.0,0,Continue Standard Monitoring
C13016,Active Investor,NORMAL,GOOD,601.0,0,Continue Standard Monitoring
C13017,Active Investor,WATCHLIST,POOR,301.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13018,Strong Saver,WATCHLIST,POOR,317.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13019,Active Investor,WATCHLIST,POOR,325.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13020,Active Investor,NORMAL,EXCELLENT,779.0,0,Continue Standard Monitoring
C13021,Active Investor,NORMAL,GOOD,650.0,0,Continue Standard Monitoring
C13022,Active Investor,NORMAL,GOOD,632.0,0,Continue Standard Monitoring
C13023,Strong Saver,NORMAL,FAIR,488.0,0,Continue Standard Monitoring
C13024,Standard,WATCHLIST,POOR,377.0,0,Offer Financial Planning Session
C13025,Strong Saver,NORMAL,FAIR,563.0,0,Continue Standard Monitoring
C13026,Highly Leveraged,NORMAL,GOOD,677.0,0,Continue Standard Monitoring
C13027,Strong Saver,NORMAL,GOOD,619.0,0,Continue Standard Monitoring
C13028,Active Investor,NORMAL,GOOD,734.0,0,Continue Standard Monitoring
C13029,Highly Leveraged,NORMAL,FAIR,476.0,0,Continue Standard Monitoring
C13030,Highly Leveraged,NORMAL,GOOD,647.0,0,Continue Standard Monitoring
C13031,Strong Saver,NORMAL,GOOD,702.0,0,Continue Standard Monitoring
C13032,Strong Saver,NORMAL,FAIR,546.0,0,Continue Standard Monitoring
C13033,Strong Saver,CREDIT ALERT,CRITICAL,291.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13034,Strong Saver,NORMAL,GOOD,663.0,0,Continue Standard Monitoring
C13035,Active Investor,WATCHLIST,POOR,380.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13036,Strong Saver,WATCHLIST,POOR,364.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13037,Active Investor,NORMAL,GOOD,673.0,0,Continue Standard Monitoring
C13038,Highly Leveraged,NORMAL,GOOD,682.0,0,Continue Standard Monitoring
C13039,Strong Saver,NORMAL,FAIR,571.0,0,Continue Standard Monitoring
C13040,Standard,NORMAL,FAIR,488.0,0,Continue Standard Monitoring
C13041,Highly Leveraged,WATCHLIST,POOR,316.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13042,Strong Saver,NORMAL,GOOD,715.0,0,Continue Standard Monitoring
C13043,Highly Leveraged,PRIORITY ALERT,POOR,377.0,1,Reduce Loan Exposure; Offer Financial Planning Session; Manual Fraud Review
C13044,Active Investor,WATCHLIST,POOR,339.0,0,Offer Financial Planning Session
C13045,Highly Leveraged,CREDIT ALERT,CRITICAL,253.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13046,Strong Saver,WATCHLIST,POOR,418.0,0,Offer Financial Planning Session
C13047,Strong Saver,WATCHLIST,POOR,429.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13048,Highly Leveraged,NORMAL,GOOD,691.0,0,Continue Standard Monitoring
C13049,Active Investor,NORMAL,FAIR,547.0,0,Continue Standard Monitoring
C13050,Strong Saver,NORMAL,GOOD,661.0,0,Continue Standard Monitoring
C13051,Active Investor,NORMAL,GOOD,640.0,0,Continue Standard Monitoring
C13052,Strong Saver,WATCHLIST,POOR,339.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13053,Strong Saver,NORMAL,GOOD,631.0,0,Continue Standard Monitoring
C13054,Highly Leveraged,NORMAL,GOOD,664.0,0,Continue Standard Monitoring
C13055,Highly Leveraged,NORMAL,FAIR,471.0,0,Continue Standard Monitoring
C13056,Highly Leveraged,NORMAL,GOOD,715.0,0,Continue Standard Monitoring
C13057,Strong Saver,NORMAL,FAIR,587.0,0,Continue Standard Monitoring
C13058,Strong Saver,NORMAL,GOOD,730.0,0,Continue Standard Monitoring
C13059,Strong Saver,WATCHLIST,POOR,376.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13060,Highly Leveraged,WATCHLIST,POOR,415.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13061,Strong Saver,WATCHLIST,POOR,382.0,0,Offer Financial Planning Session
C13062,Strong Saver,NORMAL,GOOD,704.0,0,Continue Standard Monitoring
C13063,Strong Saver,NORMAL,GOOD,654.0,0,Continue Standard Monitoring
C13064,Standard,NORMAL,GOOD,640.0,0,Continue Standard Monitoring
C13065,Highly Leveraged,WATCHLIST,POOR,374.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13066,Standard,NORMAL,GOOD,697.0,0,Continue Standard Monitoring
C13067,Strong Saver,NORMAL,GOOD,692.0,0,Continue Standard Monitoring
C13068,Highly Leveraged,WATCHLIST,POOR,449.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13069,Highly Leveraged,NORMAL,GOOD,692.0,0,Continue Standard Monitoring
C13070,Highly Leveraged,WATCHLIST,POOR,347.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13071,Highly Leveraged,NORMAL,GOOD,710.0,0,Continue Standard Monitoring
C13072,Highly Leveraged,WATCHLIST,POOR,376.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13073,Highly Leveraged,NORMAL,GOOD,684.0,0,Continue Standard Monitoring
C13074,Highly Leveraged,NORMAL,GOOD,664.0,0,Continue Standard Monitoring
C13075,Active Investor,NORMAL,EXCELLENT,768.0,0,Encourage Emergency Savings Buffer
C13076,Highly Leveraged,NORMAL,FAIR,542.0,0,Encourage Emergency Savings Buffer
C13077,Standard,NORMAL,GOOD,609.0,0,Continue Standard Monitoring
C13078,Highly Leveraged,NORMAL,GOOD,695.0,0,Continue Standard Monitoring
C13079,Strong Saver,WATCHLIST,POOR,431.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13080,Active Investor,WATCHLIST,POOR,418.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13081,Strong Saver,NORMAL,GOOD,605.0,0,Continue Standard Monitoring
C13082,Highly Leveraged,WATCHLIST,POOR,391.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C13083,Active Investor,WATCHLIST,POOR,409.0,0,Offer Financial Planning Session
C13084,Strong Saver,CREDIT ALERT,CRITICAL,277.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13085,Strong Saver,NORMAL,GOOD,650.0,0,Continue Standard Monitoring
C13086,Strong Saver,NORMAL,FAIR,484.0,0,Continue Standard Monitoring
C13087,Active Investor,WATCHLIST,POOR,380.0,0,Offer Financial Planning Session
C13088,Strong Saver,NORMAL,FAIR,591.0,0,Continue Standard Monitoring
C13089,Active Investor,NORMAL,GOOD,702.0,0,Encourage Emergency Savings Buffer
C13090,Highly Leveraged,NORMAL,FAIR,557.0,0,Continue Standard Monitoring
C13091,Active Investor,WATCHLIST,POOR,400.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13092,Strong Saver,NORMAL,GOOD,654.0,0,Continue Standard Monitoring
C13093,Active Investor,NORMAL,FAIR,567.0,0,Continue Standard Monitoring
C13094,Active Investor,NORMAL,FAIR,582.0,0,Continue Standard Monitoring
C13095,Strong Saver,NORMAL,GOOD,702.0,0,Continue Standard Monitoring
C13096,Highly Leveraged,WATCHLIST,POOR,446.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C13097,Strong Saver,NORMAL,FAIR,469.0,0,Continue Standard Monitoring
C13098,Highly Leveraged,WATCHLIST,POOR,449.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13099,Active Investor,NORMAL,GOOD,725.0,0,Continue Standard Monitoring
C13100,Highly Leveraged,WATCHLIST,POOR,367.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13101,Highly Leveraged,NORMAL,GOOD,688.0,0,Continue Standard Monitoring
C13102,Active Investor,WATCHLIST,POOR,359.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13103,Strong Saver,WATCHLIST,POOR,424.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13104,Strong Saver,NORMAL,GOOD,708.0,0,Continue Standard Monitoring
C13105,Active Investor,NORMAL,GOOD,731.0,0,Continue Standard Monitoring
C13106,Strong Saver,NORMAL,FAIR,466.0,0,Continue Standard Monitoring
C13107,Strong Saver,NORMAL,GOOD,660.0,0,Continue Standard Monitoring
C13108,Strong Saver,NORMAL,GOOD,669.0,0,Continue Standard Monitoring
C13109,Active Investor,NORMAL,GOOD,688.0,0,Continue Standard Monitoring
C13110,Active Investor,NORMAL,GOOD,642.0,0,Continue Standard Monitoring
C13111,Active Investor,NORMAL,FAIR,492.0,0,Encourage Emergency Savings Buffer
C13112,Highly Leveraged,WATCHLIST,POOR,368.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13113,Active Investor,NORMAL,FAIR,483.0,0,Continue Standard Monitoring
C13114,Highly Leveraged,NORMAL,GOOD,626.0,0,Continue Standard Monitoring
C13115,Strong Saver,WATCHLIST,POOR,424.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13116,Strong Saver,NORMAL,FAIR,557.0,0,Continue Standard Monitoring
C13117,Highly Leveraged,WATCHLIST,POOR,421.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13118,Active Investor,CREDIT ALERT,CRITICAL,253.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13119,Standard,NORMAL,GOOD,672.0,0,Continue Standard Monitoring
C13120,Strong Saver,WATCHLIST,POOR,400.0,0,Offer Financial Planning Session
C13121,Highly Leveraged,WATCHLIST,POOR,416.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13122,Strong Saver,NORMAL,FAIR,599.0,0,Continue Standard Monitoring
C13123,Highly Leveraged,WATCHLIST,POOR,373.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13124,Standard,WATCHLIST,POOR,412.0,0,Offer Financial Planning Session; Encourage Emergency Savings Buffer
C13125,Strong Saver,NORMAL,GOOD,662.0,0,Continue Standard Monitoring
C13126,Strong Saver,NORMAL,GOOD,681.0,0,Continue Standard Monitoring
C13127,Strong Saver,NORMAL,FAIR,462.0,0,Continue Standard Monitoring
C13128,Active Investor,NORMAL,FAIR,547.0,0,Continue Standard Monitoring
C13129,Strong Saver,WATCHLIST,POOR,329.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13130,Highly Leveraged,NORMAL,FAIR,589.0,0,Continue Standard Monitoring
C13131,Active Investor,NORMAL,GOOD,698.0,0,Encourage Emergency Savings Buffer
C13132,Strong Saver,NORMAL,GOOD,628.0,0,Continue Standard Monitoring
C13133,Standard,NORMAL,FAIR,591.0,0,Encourage Emergency Savings Buffer
C13134,Strong Saver,NORMAL,GOOD,694.0,0,Continue Standard Monitoring
C13135,Active Investor,NORMAL,GOOD,633.0,0,Continue Standard Monitoring
C13136,Active Investor,WATCHLIST,POOR,339.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13137,Highly Leveraged,NORMAL,FAIR,463.0,0,Encourage Emergency Savings Buffer
C13138,Strong Saver,NORMAL,GOOD,719.0,0,Continue Standard Monitoring
C13139,Active Investor,WATCHLIST,POOR,372.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13140,Highly Leveraged,NORMAL,GOOD,636.0,0,Encourage Emergency Savings Buffer
C13141,Active Investor,NORMAL,GOOD,647.0,0,Continue Standard Monitoring
C13142,Strong Saver,NORMAL,GOOD,683.0,0,Continue Standard Monitoring
C13143,Active Investor,NORMAL,GOOD,701.0,0,Continue Standard Monitoring
C13144,Strong Saver,NORMAL,GOOD,642.0,0,Continue Standard Monitoring
C13145,Active Investor,NORMAL,FAIR,580.0,0,Continue Standard Monitoring
C13146,Highly Leveraged,NORMAL,GOOD,709.0,0,Continue Standard Monitoring
C13147,Highly Leveraged,NORMAL,GOOD,606.0,0,Encourage Emergency Savings Buffer
C13148,Highly Leveraged,NORMAL,GOOD,638.0,0,Continue Standard Monitoring
C13149,Highly Leveraged,WATCHLIST,POOR,440.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13150,Active Investor,CREDIT ALERT,CRITICAL,293.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13151,Highly Leveraged,NORMAL,FAIR,596.0,0,Continue Standard Monitoring
C13152,Highly Leveraged,NORMAL,FAIR,463.0,0,Continue Standard Monitoring
C13153,Highly Leveraged,WATCHLIST,POOR,362.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13154,Highly Leveraged,NORMAL,GOOD,671.0,0,Continue Standard Monitoring
C13155,Strong Saver,WATCHLIST,POOR,377.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13156,Highly Leveraged,WATCHLIST,POOR,421.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13157,Standard,NORMAL,GOOD,666.0,0,Continue Standard Monitoring
C13158,Highly Leveraged,WATCHLIST,POOR,312.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C13159,Strong Saver,WATCHLIST,POOR,398.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13160,Strong Saver,WATCHLIST,POOR,445.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13161,Strong Saver,WATCHLIST,POOR,389.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13162,Strong Saver,NORMAL,FAIR,489.0,0,Continue Standard Monitoring
C13163,Highly Leveraged,NORMAL,GOOD,656.0,0,Continue Standard Monitoring
C13164,Highly Leveraged,WATCHLIST,POOR,379.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13165,Active Investor,NORMAL,GOOD,623.0,0,Continue Standard Monitoring
C13166,Highly Leveraged,NORMAL,FAIR,476.0,0,Encourage Emergency Savings Buffer
C13167,Active Investor,NORMAL,GOOD,615.0,0,Continue Standard Monitoring
C13168,Active Investor,WATCHLIST,POOR,341.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13169,Active Investor,WATCHLIST,POOR,302.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13170,Standard,NORMAL,EXCELLENT,755.0,0,Continue Standard Monitoring
C13171,Strong Saver,NORMAL,FAIR,518.0,0,Continue Standard Monitoring
C13172,Active Investor,WATCHLIST,POOR,393.0,0,Offer Financial Planning Session
C13173,Strong Saver,NORMAL,GOOD,690.0,0,Continue Standard Monitoring
C13174,Highly Leveraged,WATCHLIST,POOR,425.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13175,Strong Saver,NORMAL,GOOD,660.0,0,Continue Standard Monitoring
C13176,Strong Saver,NORMAL,FAIR,581.0,0,Continue Standard Monitoring
C13177,Highly Leveraged,NORMAL,FAIR,559.0,0,Continue Standard Monitoring
C13178,Strong Saver,NORMAL,GOOD,736.0,0,Continue Standard Monitoring
C13179,Highly Leveraged,NORMAL,GOOD,654.0,0,Continue Standard Monitoring
C13180,Strong Saver,NORMAL,GOOD,654.0,0,Continue Standard Monitoring
C13181,Highly Leveraged,NORMAL,GOOD,668.0,0,Continue Standard Monitoring
C13182,Active Investor,NORMAL,FAIR,566.0,0,Continue Standard Monitoring
C13183,Active Investor,NORMAL,FAIR,481.0,0,Continue Standard Monitoring
C13184,Active Investor,NORMAL,FAIR,551.0,0,Continue Standard Monitoring
C13185,Strong Saver,WATCHLIST,POOR,412.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13186,Standard,WATCHLIST,POOR,322.0,0,Offer Financial Planning Session
C13187,Active Investor,WATCHLIST,POOR,327.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13188,Strong Saver,WATCHLIST,POOR,428.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13189,Active Investor,WATCHLIST,POOR,340.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13190,Strong Saver,FRAUD WATCH,GOOD,723.0,1,Manual Fraud Review
C13191,Strong Saver,WATCHLIST,POOR,301.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13192,Active Investor,NORMAL,EXCELLENT,757.0,0,Continue Standard Monitoring
C13193,Strong Saver,WATCHLIST,POOR,442.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13194,Active Investor,NORMAL,GOOD,639.0,0,Continue Standard Monitoring
C13195,Strong Saver,PRIORITY ALERT,POOR,324.0,1,Reduce Loan Exposure; Offer Financial Planning Session; Manual Fraud Review
C13196,Highly Leveraged,NORMAL,GOOD,613.0,0,Continue Standard Monitoring
C13197,Active Investor,WATCHLIST,POOR,365.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13198,Strong Saver,NORMAL,GOOD,672.0,0,Continue Standard Monitoring
C13199,Strong Saver,NORMAL,GOOD,683.0,0,Continue Standard Monitoring
C13200,Strong Saver,NORMAL,FAIR,520.0,0,Continue Standard Monitoring
C13201,Highly Leveraged,NORMAL,GOOD,681.0,0,Continue Standard Monitoring
C13202,Active Investor,WATCHLIST,POOR,385.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13203,Active Investor,NORMAL,FAIR,574.0,0,Continue Standard Monitoring
C13204,Strong Saver,NORMAL,GOOD,672.0,0,Continue Standard Monitoring
C13205,Active Investor,NORMAL,GOOD,640.0,0,Continue Standard Monitoring
C13206,Strong Saver,WATCHLIST,POOR,335.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13207,Active Investor,WATCHLIST,POOR,398.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13208,Active Investor,NORMAL,GOOD,602.0,0,Continue Standard Monitoring
C13209,Active Investor,NORMAL,GOOD,683.0,0,Continue Standard Monitoring
C13210,Active Investor,NORMAL,GOOD,627.0,0,Continue Standard Monitoring
C13211,Strong Saver,NORMAL,GOOD,718.0,0,Continue Standard Monitoring
C13212,Active Investor,NORMAL,GOOD,631.0,0,Continue Standard Monitoring
C13213,Strong Saver,NORMAL,GOOD,610.0,0,Continue Standard Monitoring
C13214,Strong Saver,NORMAL,GOOD,693.0,0,Continue Standard Monitoring
C13215,Strong Saver,NORMAL,FAIR,587.0,0,Continue Standard Monitoring
C13216,Active Investor,CREDIT ALERT,CRITICAL,288.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13217,Strong Saver,NORMAL,GOOD,682.0,0,Continue Standard Monitoring
C13218,Highly Leveraged,NORMAL,GOOD,703.0,0,Continue Standard Monitoring
C13219,Active Investor,NORMAL,FAIR,554.0,0,Continue Standard Monitoring
C13220,Strong Saver,CREDIT ALERT,CRITICAL,293.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13221,Highly Leveraged,NORMAL,GOOD,643.0,0,Encourage Emergency Savings Buffer
C13222,Active Investor,PRIORITY ALERT,POOR,332.0,1,Reduce Loan Exposure; Offer Financial Planning Session; Manual Fraud Review
C13223,Standard,WATCHLIST,POOR,412.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13224,Strong Saver,WATCHLIST,POOR,418.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13225,Highly Leveraged,NORMAL,GOOD,700.0,0,Continue Standard Monitoring
C13226,Active Investor,WATCHLIST,POOR,305.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13227,Highly Leveraged,WATCHLIST,POOR,420.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13228,Highly Leveraged,WATCHLIST,POOR,423.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C13229,Strong Saver,NORMAL,GOOD,642.0,0,Continue Standard Monitoring
C13230,Active Investor,NORMAL,GOOD,641.0,0,Continue Standard Monitoring
C13231,Active Investor,NORMAL,FAIR,534.0,0,Continue Standard Monitoring
C13232,Active Investor,NORMAL,GOOD,606.0,0,Encourage Emergency Savings Buffer
C13233,Highly Leveraged,WATCHLIST,POOR,408.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13234,Active Investor,NORMAL,GOOD,742.0,0,Continue Standard Monitoring
C13235,Active Investor,WATCHLIST,POOR,378.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13236,Strong Saver,NORMAL,GOOD,691.0,0,Continue Standard Monitoring
C13237,Highly Leveraged,NORMAL,FAIR,551.0,0,Continue Standard Monitoring
C13238,Highly Leveraged,NORMAL,GOOD,650.0,0,Continue Standard Monitoring
C13239,Active Investor,NORMAL,GOOD,634.0,0,Continue Standard Monitoring
C13240,Strong Saver,NORMAL,GOOD,655.0,0,Continue Standard Monitoring
C13241,Strong Saver,WATCHLIST,POOR,380.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13242,Strong Saver,WATCHLIST,POOR,382.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13243,Active Investor,WATCHLIST,POOR,395.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13244,Active Investor,NORMAL,EXCELLENT,777.0,0,Continue Standard Monitoring
C13245,Strong Saver,WATCHLIST,POOR,425.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13246,Strong Saver,NORMAL,FAIR,571.0,0,Continue Standard Monitoring
C13247,Active Investor,NORMAL,FAIR,569.0,0,Continue Standard Monitoring
C13248,Active Investor,WATCHLIST,POOR,448.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13249,Active Investor,NORMAL,FAIR,554.0,0,Encourage Emergency Savings Buffer
C13250,Highly Leveraged,NORMAL,GOOD,675.0,0,Continue Standard Monitoring
C13251,Strong Saver,WATCHLIST,POOR,422.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13252,Strong Saver,NORMAL,EXCELLENT,782.0,0,Continue Standard Monitoring
C13253,Active Investor,WATCHLIST,POOR,404.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13254,Highly Leveraged,NORMAL,FAIR,484.0,0,Continue Standard Monitoring
C13255,Strong Saver,NORMAL,GOOD,654.0,0,Continue Standard Monitoring
C13256,Highly Leveraged,NORMAL,GOOD,635.0,0,Continue Standard Monitoring
C13257,Highly Leveraged,NORMAL,GOOD,711.0,0,Continue Standard Monitoring
C13258,Active Investor,WATCHLIST,POOR,426.0,0,Offer Financial Planning Session
C13259,Highly Leveraged,NORMAL,GOOD,707.0,0,Continue Standard Monitoring
C13260,Active Investor,NORMAL,FAIR,568.0,0,Encourage Emergency Savings Buffer
C13261,Strong Saver,NORMAL,GOOD,672.0,0,Continue Standard Monitoring
C13262,Standard,NORMAL,GOOD,627.0,0,Continue Standard Monitoring
C13263,Highly Leveraged,WATCHLIST,POOR,444.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C13264,Strong Saver,NORMAL,GOOD,713.0,0,Continue Standard Monitoring
C13265,Highly Leveraged,NORMAL,GOOD,695.0,0,Encourage Emergency Savings Buffer
C13266,Highly Leveraged,NORMAL,GOOD,634.0,0,Continue Standard Monitoring
C13267,Standard,WATCHLIST,POOR,418.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13268,Highly Leveraged,NORMAL,EXCELLENT,772.0,0,Continue Standard Monitoring
C13269,Active Investor,NORMAL,FAIR,580.0,0,Encourage Emergency Savings Buffer
C13270,Strong Saver,NORMAL,EXCELLENT,750.0,0,Continue Standard Monitoring
C13271,Standard,NORMAL,GOOD,670.0,0,Continue Standard Monitoring
C13272,Strong Saver,NORMAL,GOOD,636.0,0,Continue Standard Monitoring
C13273,Strong Saver,WATCHLIST,POOR,433.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13274,Active Investor,NORMAL,GOOD,682.0,0,Encourage Emergency Savings Buffer
C13275,Strong Saver,NORMAL,GOOD,689.0,0,Continue Standard Monitoring
C13276,Active Investor,NORMAL,FAIR,596.0,0,Continue Standard Monitoring
C13277,Highly Leveraged,NORMAL,GOOD,675.0,0,Continue Standard Monitoring
C13278,Highly Leveraged,NORMAL,GOOD,726.0,0,Continue Standard Monitoring
C13279,Highly Leveraged,WATCHLIST,POOR,328.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C13280,Strong Saver,NORMAL,EXCELLENT,750.0,0,Continue Standard Monitoring
C13281,Strong Saver,NORMAL,FAIR,538.0,0,Continue Standard Monitoring
C13282,Standard,NORMAL,FAIR,462.0,0,Continue Standard Monitoring
C13283,Highly Leveraged,NORMAL,GOOD,701.0,0,Continue Standard Monitoring
C13284,Strong Saver,NORMAL,GOOD,623.0,0,Continue Standard Monitoring
C13285,Highly Leveraged,NORMAL,EXCELLENT,752.0,0,Continue Standard Monitoring
C13286,Active Investor,NORMAL,FAIR,571.0,0,Continue Standard Monitoring
C13287,Strong Saver,NORMAL,GOOD,735.0,0,Continue Standard Monitoring
